available,top_outflow,baseline_top_flow,top_to_top,top_to_middle,top_to_bottom,top_to_middle_share_of_top_outflow_pct,top_to_bottom_share_of_top_outflow_pct,top_to_top_share_of_top_outflow_pct,top_to_middle_share_of_baseline_top_flow_pct,top_to_bottom_share_of_baseline_top_flow_pct,n_top_pois,n_middle_pois,n_bottom_pois
True,502.0,1474.0,59.0,304.125,138.875,60.58266932270916,27.664342629482068,11.752988047808765,20.632632293080057,9.421641791044776,5,18,21
