poi_code,poi_full_label,city_label,diagnostic_domain,n_model_cbgs,n_model_pois,active_weighted_exposure_ref_full,active_weighted_distance_ref_full,baseline_total_flow,optimized_total_flow,total_positive_increment,total_removed_flow,reassigned_visit_equiv,distance_before,distance_after,distance_change_pct,total_active_links_before,total_active_links_after,total_delta_active_links,spse_before,spse_after,spse_delta,spse_change_pct,sum_delta_spse_from_pois,spse_decomposition_error,flow_weighted_exposure_before,flow_weighted_exposure_after,fw_change_pct,weighted_exposure_numerator_before,weighted_exposure_numerator_after,weighted_exposure_numerator_delta,sum_delta_weighted_contribution_from_pois,weighted_decomposition_error,sum_delta_active_links_from_pois,active_link_decomposition_error,n_new_links,n_removed_links,n_retained_links,n_positive_increment_cells,positive_increment_higher_exposure_share_pct,positive_increment_no_farther_share_pct,positive_increment_higher_and_no_farther_share_pct,origin_reallocation_gini,destination_positive_increment_gini,row_balance_error_max_abs,top10_outflow,top10_to_middle_share_of_top_outflow_pct,top10_to_bottom_share_of_top_outflow_pct,upper_left_outcome,fw_positive
624190,Other Individual and Family Services,Boston MSA,full_baseline_matrix_after_alignment,729,44,0.6358941383840737,6.342635567909772,4062.0,4062.0,1120.0,1120.0,1120.0,27384.944876356923,21518.305804740376,-21.42286244542187,827,1171,344,530.9650274214996,754.1197588351745,223.15473141367488,42.028141193662165,223.15473141367482,-5.684341886080802e-14,0.6360197090317542,0.6486489768514404,1.9856723998242756,2583.5120580869857,2634.812143970551,51.300085883565316,51.300085883565764,4.476419235288631e-13,344,0,344,0,827,390,57.67857142857142,55.089285714285715,39.285714285714285,0.6503061924358222,0.5710227272727273,0.0,502.0,60.58266932270916,27.664342629482068,True,True
