initial_disparity_cbgs,initial_disparity_pois,initial_entropy_cbgs,initial_entropy_pois,initial_degree,initial_clustering,initial_betweenness,initial_modularity
0.9401998325083639,0.16529019591829566,0.12456396138019099,2.838195859476679,37.209366391184574,0.9490370600901091,0.002615977751501402,0.7879742349114567
