condition,status,GEOID,low_income_pct,lower_middle_income_pct,upper_middle_income_pct,high_income_pct
No regularization,adjusted,250092501001,0.6901639344262295,0.1983606557377049,0.080327868852459,0.0311475409836065
No regularization,adjusted,250173141013,0.1883408071748878,0.1040358744394618,0.3210762331838565,0.3865470852017937
No regularization,adjusted,250092544021,0.0,0.1230502599653379,0.3015597920277296,0.5753899480069324
No regularization,adjusted,250092544022,0.0293501048218029,0.1708595387840671,0.1666666666666666,0.6331236897274634
No regularization,adjusted,250092544024,0.0446428571428571,0.0752551020408163,0.2130102040816326,0.6670918367346939
No regularization,adjusted,250092544023,0.0301418439716312,0.0585106382978723,0.1489361702127659,0.7624113475177305
No regularization,adjusted,250092544031,0.0389321468298109,0.0756395995550611,0.1457174638487208,0.7397107897664071
No regularization,adjusted,250092544032,0.0,0.0,0.2072538860103626,0.7927461139896373
No regularization,adjusted,250214228001,0.1973827699018538,0.0981461286804798,0.2486368593238822,0.4558342420937841
No regularization,adjusted,250173567011,0.0899830220713073,0.066213921901528,0.2071307300509338,0.6366723259762309
No regularization,adjusted,250173737004,0.0,0.0344827586206896,0.2068965517241379,0.7586206896551724
No regularization,adjusted,250173311022,0.0527182866556836,0.085667215815486,0.3558484349258649,0.5057660626029654
No regularization,adjusted,250173311024,0.0458452722063037,0.0744985673352435,0.0515759312320916,0.828080229226361
No regularization,adjusted,250214142002,0.0,0.021566401816118,0.2111237230419977,0.7673098751418842
No regularization,adjusted,250173352001,0.0395778364116095,0.1477572559366754,0.0844327176781002,0.7282321899736148
No regularization,adjusted,250250920002,0.1792717086834734,0.088235294117647,0.4131652661064425,0.3193277310924369
No regularization,adjusted,250235091012,0.130820399113082,0.1441241685144124,0.0864745011086474,0.6385809312638581
No regularization,adjusted,250173352002,0.0,0.1069364161849711,0.3265895953757225,0.5664739884393064
No regularization,adjusted,250235261005,0.0,0.0593607305936073,0.2115677321156773,0.7290715372907154
No regularization,adjusted,250214226001,0.0807291666666666,0.09375,0.1041666666666666,0.7213541666666666
No regularization,adjusted,250173223002,0.0966257668711656,0.2898773006134969,0.2484662576687116,0.3650306748466257
No regularization,adjusted,250092114011,0.0542372881355932,0.1830508474576271,0.3299435028248587,0.4327683615819209
No regularization,adjusted,250092071002,0.0636132315521628,0.2162849872773536,0.3893129770992366,0.3307888040712468
No regularization,adjusted,250173735002,0.0284552845528455,0.0873983739837398,0.1056910569105691,0.7784552845528455
No regularization,adjusted,250251004001,0.5134706814580031,0.0538827258320126,0.1521394611727416,0.2805071315372425
No regularization,adjusted,250173563003,0.059171597633136,0.0,0.2011834319526627,0.7396449704142012
No regularization,adjusted,250173733001,0.1354166666666666,0.0729166666666666,0.0572916666666666,0.734375
No regularization,adjusted,250092069002,0.4016973125884017,0.272984441301273,0.1768033946251768,0.1485148514851485
No regularization,adjusted,250251002002,0.4666666666666667,0.1142857142857142,0.2238095238095238,0.1952380952380952
No regularization,adjusted,250214181022,0.1063157894736842,0.091578947368421,0.2936842105263157,0.508421052631579
No regularization,adjusted,250235001011,0.1338709677419355,0.05,0.1967741935483871,0.6193548387096774
No regularization,adjusted,250235001013,0.116030534351145,0.1175572519083969,0.2152671755725191,0.5511450381679389
No regularization,adjusted,250173731001,0.050179211469534,0.057347670250896,0.1254480286738351,0.7670250896057348
No regularization,adjusted,250173731005,0.0264765784114052,0.0346232179226069,0.1670061099796334,0.7718940936863544
No regularization,adjusted,250173731004,0.0426229508196721,0.1147540983606557,0.0360655737704918,0.8065573770491803
No regularization,adjusted,250173731003,0.0,0.0634517766497461,0.583756345177665,0.3527918781725888
No regularization,adjusted,330150650052,0.1542857142857142,0.1314285714285714,0.3714285714285714,0.3428571428571428
No regularization,adjusted,330151031002,0.082375478927203,0.1034482758620689,0.2260536398467433,0.5881226053639846
No regularization,adjusted,250092108003,0.2284122562674094,0.1323119777158774,0.4958217270194986,0.1434540389972144
No regularization,adjusted,250092151011,0.0515463917525773,0.2048969072164948,0.2023195876288659,0.5412371134020618
No regularization,adjusted,250092065002,0.0970873786407767,0.4805825242718446,0.2491909385113268,0.1731391585760517
No regularization,adjusted,250092065003,0.7837837837837838,0.036036036036036,0.1148648648648648,0.0653153153153153
No regularization,adjusted,250092022004,0.0695443645083932,0.0,0.1798561151079136,0.750599520383693
No regularization,adjusted,250173344001,0.0,0.0,0.1365638766519823,0.8634361233480177
No regularization,adjusted,250173344004,0.0153482880755608,0.1227863046044864,0.2066115702479339,0.6552538370720189
No regularization,adjusted,330150560001,0.108153078202995,0.1181364392678868,0.3410981697171381,0.43261231281198
No regularization,adjusted,250092661001,0.0357142857142857,0.1071428571428571,0.1468253968253968,0.7103174603174603
No regularization,adjusted,250092106001,0.1491344873501997,0.081225033288948,0.3501997336884154,0.4194407456724368
No regularization,adjusted,250092106002,0.1778455284552845,0.1585365853658536,0.2713414634146341,0.3922764227642276
No regularization,adjusted,250092063002,0.0104529616724738,0.367595818815331,0.4738675958188153,0.1480836236933798
No regularization,adjusted,250173385001,0.0169851380042462,0.0339702760084925,0.1231422505307855,0.8259023354564756
No regularization,adjusted,250092233002,0.0440304826418289,0.0330228619813717,0.1795088907705334,0.7434377646062659
No regularization,adjusted,250173385003,0.0,0.0199004975124378,0.0497512437810945,0.9303482587064676
No regularization,adjusted,250092532012,0.17,0.1116666666666666,0.17,0.5483333333333333
No regularization,adjusted,250092532032,0.0666666666666666,0.0433333333333333,0.0583333333333333,0.8316666666666667
No regularization,adjusted,250235251012,0.0839303991811668,0.0962128966223132,0.2917093142272262,0.5281473899692938
No regularization,adjusted,250092532051,0.026284348864994,0.016726403823178,0.0908004778972521,0.8661887694145759
No regularization,adjusted,250092532052,0.0,0.0826446280991735,0.128099173553719,0.7892561983471075
No regularization,adjusted,250173383001,0.0,0.0707070707070707,0.2222222222222222,0.7070707070707071
No regularization,adjusted,250173383002,0.1291448516579406,0.1657940663176265,0.0715532286212914,0.6335078534031413
No regularization,adjusted,250092059001,0.2229007633587786,0.0503816793893129,0.3190839694656489,0.4076335877862595
No regularization,adjusted,250173381001,0.0396659707724425,0.0626304801670146,0.045929018789144,0.8517745302713987
No regularization,adjusted,250173381002,0.082942097026604,0.1533646322378716,0.1408450704225352,0.622848200312989
No regularization,adjusted,250173125013,0.1277108433734939,0.1975903614457831,0.2927710843373494,0.3819277108433735
No regularization,adjusted,250092057002,0.1236203090507726,0.1390728476821192,0.3267108167770419,0.4105960264900662
No regularization,adjusted,250092057005,0.024,0.148,0.418,0.41
No regularization,adjusted,250092526011,0.1605902777777778,0.1310763888888889,0.3133680555555556,0.3949652777777778
No regularization,adjusted,250092526023,0.0352112676056338,0.1584507042253521,0.2658450704225352,0.5404929577464789
No regularization,adjusted,250092141001,0.0,0.1118530884808013,0.1786310517529215,0.7095158597662772
No regularization,adjusted,250092141002,0.0924528301886792,0.030188679245283,0.1358490566037735,0.7415094339622641
No regularization,adjusted,250092141003,0.1635916359163591,0.1070110701107011,0.2017220172201722,0.5276752767527675
No regularization,adjusted,250092610002,0.0205371248025276,0.2037914691943128,0.4628751974723539,0.3127962085308057
No regularization,adjusted,250092610003,0.0649895178197065,0.1949685534591195,0.2180293501048218,0.5220125786163522
No regularization,adjusted,250173164004,0.0116959064327485,0.0160818713450292,0.3684210526315789,0.6038011695906432
No regularization,adjusted,250235202023,0.2644341801385681,0.0704387990762124,0.1547344110854503,0.5103926096997691
No regularization,adjusted,250173334002,0.0669456066945606,0.104602510460251,0.3305439330543933,0.497907949790795
No regularization,adjusted,250173547001,0.1411530815109344,0.0417495029821073,0.1212723658051689,0.6958250497017893
No regularization,adjusted,330150550011,0.1031073446327683,0.2344632768361582,0.2528248587570621,0.4096045197740113
No regularization,adjusted,250214081023,0.2527173913043478,0.1630434782608695,0.1277173913043478,0.4565217391304347
No regularization,adjusted,250092651012,0.0956937799043062,0.138755980861244,0.2296650717703349,0.5358851674641149
No regularization,adjusted,250092053001,0.1078431372549019,0.1456582633053221,0.1162464985994397,0.6302521008403361
No regularization,adjusted,250092651021,0.0175824175824175,0.1472527472527472,0.2637362637362637,0.5714285714285714
