poi_id,longitude,latitude,poi_code
zzw-222@62j-ptr-389,-70.944308,42.566213,624190
zzw-222@62j-pvd-whq,-70.863137,42.567651,624190
zzw-222@62j-qst-87q,-70.838673,42.139576,624190
zzw-222@62j-rg6-kj9,-71.388824,42.915357,624190
zzw-222@62j-sgx-mc5,-71.070923,42.284629,624190
zzw-222@62j-shx-y7q,-71.053654,42.37625,624190
zzw-222@62j-sz6-3wk,-71.068342,42.42956,624190
zzw-222@62j-wq5-ygk,-70.958599,42.973972,624190
zzw-222@62j-x3r-gzf,-71.002147,43.311286,624190
zzw-222@62k-2kw-dy9,-70.62102,41.829074,624190
zzw-222@62k-fk7-ygk,-71.498986,42.649155,624190
zzw-222@62k-p2d-9fz,-71.242017,42.068058,624190
zzw-222@62k-pc7-ckf,-71.019446,42.079012,624190
zzw-223@62j-r5v-kcq,-70.891442,42.490407,624190
zzw-223@62j-sc8-cdv,-71.231571,42.400896,624190
zzw-223@62k-ns8-2ff,-71.082463,42.130374,624190
zzw-224@62j-ryv-9fz,-71.098837,42.853419,624190
zzw-225@62k-p9p-rhq,-70.997892,42.253986,624190
zzy-222@62j-sf9-qzz,-71.174679,42.472812,624190
zzy-222@62j-ssg-n3q,-71.219957,42.310305,624190
222-222@62j-rg4-q75,-71.33158,42.894566,711310
222-222@62j-syb-8vz,-70.991996,42.41426,711310
222-222@62j-szf-x5z,-71.046045,42.431221,711310
222-222@62k-phc-hqz,-71.175282,42.23537,711310
222-223@62k-p8n-xh5,-71.003683,42.244146,711310
222-224@62j-pts-ffz,-70.96927,42.577277,711310
223-222@62j-rk2-tvz,-71.155901,42.707282,711310
223-222@62j-sxz-z9f,-71.029221,42.442863,711310
223-222@62j-t2b-835,-70.951157,42.464813,711310
224-222@62j-sdx-v4v,-71.154726,42.437547,711310
224-223@62j-sr4-wx5,-71.415728,42.360954,711310
224-224@62k-ny8-jjv,-71.327247,42.083403,711310
226-222@62j-sqs-jsq,-71.348106,42.284382,711310
226-222@62j-sqs-r49,-71.358037,42.296499,711310
226-222@62k-nzs-nh5,-71.264879,42.092974,711310
226-222@62k-p8p-mff,-70.994461,42.244115,711310
227-222@62j-sj3-cnq,-71.0982,42.38093,711310
227-222@62j-wx5-b8v,-70.759569,43.075756,711310
228-222@62j-sj3-9mk,-71.100074,42.373806,711310
229-222@62j-t65-45f,-71.308846,42.647627,711310
22b-222@62j-sj6-qmk,-71.03659,42.371497,711310
22c-222@62j-szs-y9z,-70.927538,42.524877,711310
